010012602,ANTIOQUIA,MEDELLIN,SEC.ESC.EL SOCORRO,4,000027
010012603,ANTIOQUIA,MEDELLIN,SEC.ESC.MIXTA BETANIA,4,000024
010012604,ANTIOQUIA,MEDELLIN,I.E.EL CORAZON,4,000007
010012605,ANTIOQUIA,MEDELLIN,I.E.EDUARDO SANTOS,4,000008
010012606,ANTIOQUIA,MEDELLIN,I.E.CARLOS VIECO,4,000015
010012607,ANTIOQUIA,MEDELLIN,SEDE AMOR AL NI�O,4,000007
010012701,ANTIOQUIA,MEDELLIN,COL.SANTA MARIA DEL ROSARIO,4,000027
010012702,ANTIOQUIA,MEDELLIN,COL.MARYMOUNT,4,000028
010012703,ANTIOQUIA,MEDELLIN,COLEGIO SAN LUCAS,4,000010
010012704,ANTIOQUIA,MEDELLIN,ESC GUILLERMO ECHAVARRIA MISAS,4,000009
010012801,ANTIOQUIA,MEDELLIN,POLITECNICO JAIME ISAZA CADAVI,4,000027
010012802,ANTIOQUIA,MEDELLIN,INEM JOSE FELIX DE RESTREP,4,000033
010012803,ANTIOQUIA,MEDELLIN,UNIVERSIDAD EAFIT,4,000041
010012804,ANTIOQUIA,MEDELLIN,COL DE LA CIA DE MARIA LA ENSE,4,000029
010012805,ANTIOQUIA,MEDELLIN,SAN JOSE DE LAS VEGAS,4,000019
010012901,ANTIOQUIA,MEDELLIN,COLEGIO CAMILO C RESTREPO,4,000019
010012902,ANTIOQUIA,MEDELLIN,I.E.BENJAMIN HERRERA,4,000020
010012903,ANTIOQUIA,MEDELLIN,I.E.CRISTO REY,4,000030
010012904,ANTIOQUIA,MEDELLIN,SECCION ESC REPUBLICA DE COSTA RICA,4,000022
010012905,ANTIOQUIA,MEDELLIN,SEC.ESC.LA COLINA,4,000016
010012906,ANTIOQUIA,MEDELLIN,I.E. LA SALLE CAMPO AMOR,4,000015
010012907,ANTIOQUIA,MEDELLIN,SEC ESC CRISTO REY APOLO,4,000006
010013001,ANTIOQUIA,MEDELLIN,I.E. FATIMA NUTIBARA,4,000025
010013002,ANTIOQUIA,MEDELLIN,ESC.SOFIA OSPINA DE NAVARRO,4,000017
010013003,ANTIOQUIA,MEDELLIN,I.E.JUAN MARIA CESPEDES,4,000047
010013004,ANTIOQUIA,MEDELLIN,I.E. GUILLERMO VALENCIA,4,000024
010013005,ANTIOQUIA,MEDELLIN,UNID.DEPORTIVA ANDRES ESCOBAR,4,000008
010013006,ANTIOQUIA,MEDELLIN,LICEO SAN RAFAEL,4,000022
010013007,ANTIOQUIA,MEDELLIN,COLEGIO SAN JUAN BOSCO,4,000005
010013101,ANTIOQUIA,MEDELLIN,SEC.ESC.JACKELINE KENNEDY,4,000018
010013102,ANTIOQUIA,MEDELLIN,I.E.JOSE MARIA BERNAL,4,000026
010013103,ANTIOQUIA,MEDELLIN,INST.SAN CARLOS DE LA SALLE,4,000033
010013104,ANTIOQUIA,MEDELLIN,I.E.ALCALDIA DE MEDELLIN,4,000033
010013105,ANTIOQUIA,MEDELLIN,COLEGIO PADRE MANYANET,4,000023
010013106,ANTIOQUIA,MEDELLIN,I.E.CAMPILLAS DEL ROSARIO,4,000008
010013107,ANTIOQUIA,MEDELLIN,IE ANTONIO RICAURTE,4,000007
010013108,ANTIOQUIA,MEDELLIN,COL LA INMACULADA,4,000010
010013201,ANTIOQUIA,MEDELLIN,I.E.RAMON GIRALDO CEBALLOS,4,000031
010013202,ANTIOQUIA,MEDELLIN,UNIVERSIDAD DE MEDELLIN,4,000042
010013203,ANTIOQUIA,MEDELLIN,I.E HORACIO MU�OZ SUESCUN,4,000025
010013204,ANTIOQUIA,MEDELLIN,I.E.REPUBLICA DE VENEZUELA,4,000020
010013205,ANTIOQUIA,MEDELLIN,I. E. SAN ROBERTO BELARMINO,4,000007
010013206,ANTIOQUIA,MEDELLIN,INSTITUTO PEDRO JUSTO BERRIO,4,000002
010013207,ANTIOQUIA,MEDELLIN,IE PEDRO OCTAVIO AMADO,4,000001
010019001,ANTIOQUIA,MEDELLIN,ESTADIO ATANASIO GIRARDOT,5,000070
010019002,ANTIOQUIA,MEDELLIN,PLAZA MAYOR CTRO EXPOS. CONVEN,5,000067
010019801,ANTIOQUIA,MEDELLIN,RECLU. DE MUJERES PEDREGAL ME,4,000001
010019802,ANTIOQUIA,MEDELLIN,ESTAB. CARCELARIO PEDREGAL ME,4,000001
010019803,ANTIOQUIA,MEDELLIN,CENTRO CARLOS LLERAS RESTREPO,4,000001
010019903,ANTIOQUIA,MEDELLIN,I.E. DEBORA ARANGO PEREZ,4,000022
010019910,ANTIOQUIA,MEDELLIN,IE FE Y ALEGRIA EL LIMONAR,4,000026
010019917,ANTIOQUIA,MEDELLIN,IE HECTOR ROGELIO MONTOYA,4,000007
010019933,ANTIOQUIA,MEDELLIN,CASA DE GOBIERNO SANTA ELENA,4,000017
0100199A1,ANTIOQUIA,MEDELLIN,IE SAN ANTONIO DE PRADO,4,000047
0100199A2,ANTIOQUIA,MEDELLIN,I.E.MANUEL DE J.BETANCUR,4,000041
0100199A3,ANTIOQUIA,MEDELLIN,IE MONSE�OR VICTOR WIEDEMANN,4,000009
0100199A4,ANTIOQUIA,MEDELLIN,CENTRO DE DESARROLLO SOCIAL (CDS),4,000007
0100199A5,ANTIOQUIA,MEDELLIN,P BIBL JOSE HORACIO BETANCUR,4,000004
0100199B1,ANTIOQUIA,MEDELLIN,IE SAN CRISTOBAL,4,000038
0100199B2,ANTIOQUIA,MEDELLIN,PARQUE BIBLIOTECA FERNANDO BOTERO,4,000037
0100199B3,ANTIOQUIA,MEDELLIN,IE LUSITANIA,4,000018
0100199B4,ANTIOQUIA,MEDELLIN,I.E. PRESBITERO JUAN J. ESCOBAR,4,000011
0100199B5,ANTIOQUIA,MEDELLIN,IE LOMA HERMOSA,4,000006
010040000,ANTIOQUIA,ABEJORRAL,PUESTO CABECERA MUNICIPAL,4,000034
010049801,ANTIOQUIA,ABEJORRAL,CARCEL MUNICIPAL,4,000001
010049901,ANTIOQUIA,ABEJORRAL,PANTANILLO,4,000003
010049909,ANTIOQUIA,ABEJORRAL,CHAGUALAL,4,000002
010049911,ANTIOQUIA,ABEJORRAL,GUAICO GRANDE,4,000001
010049917,ANTIOQUIA,ABEJORRAL,PORTUGAL,4,000001
010049940,ANTIOQUIA,ABEJORRAL,PURIMA,4,000001
010070000,ANTIOQUIA,ABRIAQUI,PUESTO CABECERA MUNICIPAL,4,000004
010079905,ANTIOQUIA,ABRIAQUI,LA ANTIGUA,4,000002
010100000,ANTIOQUIA,ALEJANDRIA,PUESTO CABECERA MUNICIPAL,4,000012
010130101,ANTIOQUIA,AMAGA,E.U. ALEJANDRO TORO,4,000012
010130102,ANTIOQUIA,AMAGA,I.E. NORMAL SUPERIOR AMAGA,4,000013
010130201,ANTIOQUIA,AMAGA,ALEJANDRO TORO MARIA AUXILIADORA,4,000014
010130202,ANTIOQUIA,AMAGA,COLISEO CTO JUAN MONTOYA CORREA,4,000013
010139801,ANTIOQUIA,AMAGA,CARCEL MUNICIPAL,4,000001
010139901,ANTIOQUIA,AMAGA,I.E. RURAL URBANO RUIZ,4,000001
010139903,ANTIOQUIA,AMAGA,EL CEDRO,4,000002
010139904,ANTIOQUIA,AMAGA,I.E. SAN FERNANDO DE AMAGA�,4,000002
010139905,ANTIOQUIA,AMAGA,LA CLARITA,4,000006
010160001,ANTIOQUIA,AMALFI,IE EDUARDO FERNANDEZ BOTERO,4,000029
010160002,ANTIOQUIA,AMALFI,IE EDUARDO FERNANDEZ BOTERO SD B,4,000017
010169801,ANTIOQUIA,AMALFI,CARCEL MUNICIPAL,4,000001
010169910,ANTIOQUIA,AMALFI,PORTACHUELO,4,000002
010190101,ANTIOQUIA,ANDES,COLISEO PEDRO ANTONIO RPO ESCO,4,000009
010190102,ANTIOQUIA,ANDES,COL SAN JUAN DE LOS ANDES,4,000015
010190103,ANTIOQUIA,ANDES,CERUR LA AGUADA,4,000001
010190201,ANTIOQUIA,ANDES,COL MARCO FIDEL SUAREZ,4,000013
